year,city,brand,flavour,sales_quant,price,sales_value
2022,LEEDS,C,ORANGE,1390,3.2,4448
2022,SHEFFIELD,A,STRAWBERRY,1053,3.1,3264.3
2021,SHEFFIELD,A,ORANGE,1286,3,3858
2021,LIVERPOOL,C,STRAWBERRY,1815,3.1,5626.5
2021,LEEDS,A,STRAWBERRY,1339,3.1,4150.9
2021,LEEDS,B,STRAWBERRY,1999,3.1,6196.9
2020,LEICESTER,A,GRAPE,1953,3.2,6249.6
2021,NEWCASTLE,E,ORANGE,1661,3.2,5315.2
2020,MANCHESTER,D,BERRY,1027,2.9,2978.3
2020,NOTTINGHAM,D,LEMON,1609,3.1,4987.9
2021,LIVERPOOL,A,GRAPE,1538,3.2,4921.6
2021,SHEFFIELD,A,BERRY,1834,3.1,5685.4
2022,LEICESTER,F,BERRY,1166,2.9,3381.4
2022,LONDON,A,STRAWBERRY,1212,3.1,3757.2
2021,NEWCASTLE,E,LEMON,1353,3.1,4194.3
2022,SHEFFIELD,D,APPLE,1491,2.9,4323.9
2021,LEICESTER,F,LEMON,1174,3.2,3756.8
2020,MANCHESTER,B,STRAWBERRY,1662,3,4986
2022,NEWCASTLE,C,STRAWBERRY,1321,3.2,4227.2
2022,NEWCASTLE,F,STRAWBERRY,1743,2.9,5054.7
2020,BIRMINGHAM,E,ORANGE,1176,2.9,3410.4
2020,LEEDS,A,GRAPE,1250,3.2,4000
2022,,E,APPLE,1482,2.9,4297.8
2020,LIVERPOOL,D,APPLE,1763,3.2,5641.6
2020,LIVERPOOL,D,STRAWBERRY,1668,3,5004
2022,NOTTINGHAM,D,LEMON,1573,3.2,5033.6
2021,NOTTINGHAM,D,LEMON,1942,3,5826
2020,LONDON,B,APPLE,1698,3.2,5433.6
2020,MANCHESTER,F,STRAWBERRY,1699,3,5097
2020,LONDON,B,GRAPE,1522,3.2,4870.4
2020,MANCHESTER,F,LEMON,1751,3.1,5428.1
2021,LEICESTER,D,LEMON,1924,3.1,5964.4
2022,LEICESTER,B,ORANGE,1686,3.1,5226.6
2022,BIRMINGHAM,A,STRAWBERRY,1477,3,4431
2022,LEICESTER,C,GRAPE,1234,3.1,3825.4
2022,MANCHESTER,A,LEMON,1649,3,4947
2022,LONDON,B,LEMON,2000,3.1,6200
2021,LIVERPOOL,F,APPLE,1138,3.2,3641.6
2021,SHEFFIELD,F,LEMON,1404,3.2,4492.8
2022,SHEFFIELD,A,APPLE,1513,3,4539
2020,LONDON,E,APPLE,1560,2.9,4524
2020,LEEDS,B,APPLE,1068,3,3204
2021,MANCHESTER,E,LEMON,1133,3,3399
2021,NOTTINGHAM,C,ORANGE,1852,3,5556
2020,SHEFFIELD,D,LEMON,1784,3,5352
2020,MANCHESTER,B,STRAWBERRY,1428,2.9,4141.2
2022,LONDON,F,ORANGE,1894,2.9,5492.6
2020,MANCHESTER,B,APPLE,1532,3.1,4749.2
2022,NOTTINGHAM,F,BERRY,1473,3.1,4566.3
2021,LEICESTER,B,LEMON,1312,2.9,3804.8
2021,NOTTINGHAM,C,APPLE,1112,3.1,3447.2
2020,NOTTINGHAM,B,GRAPE,1532,3.1,4749.2
2020,LIVERPOOL,C,LEMON,1580,3.2,5056
2020,LEEDS,A,APPLE,1306,2.9,3787.4
2020,LEICESTER,F,GRAPE,1370,2.9,3973
2021,LIVERPOOL,F,GRAPE,1128,2.9,3271.2
2021,LEEDS,A,BERRY,1868,3.1,5790.8
2022,SHEFFIELD,B,GRAPE,1637,3,4911
2020,LONDON,C,STRAWBERRY,1415,3.1,4386.5
2022,BIRMINGHAM,F,GRAPE,1518,3,4554
2021,LIVERPOOL,A,GRAPE,1262,3.1,3912.2
2022,LONDON,F,LEMON,1891,2.9,5483.9
2020,MANCHESTER,F,ORANGE,1984,3.2,6348.8
2021,BIRMINGHAM,F,APPLE,1739,3.2,5564.8
2021,BIRMINGHAM,E,BERRY,1949,3.1,6041.9
2022,NEWCASTLE,E,ORANGE,1894,3,5682
2022,SHEFFIELD,B,LEMON,1364,3,4092
2020,BIRMINGHAM,E,APPLE,1208,3.1,3744.8
2022,NOTTINGHAM,A,LEMON,1048,3,3144
2022,NOTTINGHAM,B,ORANGE,1196,3,3588
2021,LONDON,D,ORANGE,1659,3.2,5308.8
2022,MANCHESTER,D,GRAPE,1079,3,3237
2021,SHEFFIELD,E,ORANGE,1106,3.1,3428.6
2020,SHEFFIELD,F,STRAWBERRY,1896,3.1,5877.6
2022,LEEDS,F,STRAWBERRY,1811,3,5433
2022,NEWCASTLE,D,STRAWBERRY,1547,3.2,4950.4
2020,MANCHESTER,A,GRAPE,1677,2.9,4863.3
2020,LEEDS,A,APPLE,1644,3,4932
2020,NOTTINGHAM,D,APPLE,1079,2.9,3129.1
2021,NOTTINGHAM,F,GRAPE,1342,3.1,4160.2
2021,NEWCASTLE,C,STRAWBERRY,1975,3.1,6122.5
2022,NEWCASTLE,B,LEMON,1840,3.2,5888
2022,MANCHESTER,A,STRAWBERRY,1072,3,3216
2020,SHEFFIELD,E,GRAPE,1819,3.1,5638.9
2020,BIRMINGHAM,A,LEMON,1958,2.9,5678.2
2021,MANCHESTER,D,ORANGE,1155,2.9,3349.5
2021,LEEDS,B,ORANGE,1695,3.2,5424
2021,SHEFFIELD,F,ORANGE,1358,3.1,4209.8
2021,MANCHESTER,C,STRAWBERRY,1913,3.2,6121.6
2021,LEEDS,A,GRAPE,1695,3.2,5424
2021,NEWCASTLE,B,GRAPE,1719,3.1,5328.9
2022,MANCHESTER,A,APPLE,1119,3.2,3580.8
2020,BIRMINGHAM,E,GRAPE,1574,3,4722
2020,LONDON,A,ORANGE,1190,3.2,3808
2022,LONDON,E,BERRY,1391,3.1,4312.1
2022,LONDON,D,BERRY,1357,3.1,4206.7
2022,LEEDS,C,ORANGE,1111,3,3333
2022,BIRMINGHAM,F,ORANGE,1869,2.9,5420.1
2020,LIVERPOOL,B,ORANGE,1243,3.1,3853.3
2022,NEWCASTLE,D,STRAWBERRY,1667,2.9,4834.3
2020,LIVERPOOL,B,BERRY,1596,3.1,4947.6
2021,LONDON,E,APPLE,1436,2.9,4164.4
2022,BIRMINGHAM,D,STRAWBERRY,1276,2.9,3700.4
2020,LEICESTER,F,STRAWBERRY,1276,2.9,3700.4
2020,LIVERPOOL,A,APPLE,1433,3.2,4585.6
2022,NOTTINGHAM,F,ORANGE,1832,3,5496
2020,LEEDS,C,STRAWBERRY,1131,3.2,3619.2
2021,LIVERPOOL,E,GRAPE,1012,3.1,3137.2
2021,LONDON,E,BERRY,1205,3,3615
2022,MANCHESTER,B,APPLE,1749,3.1,5421.9
2022,BIRMINGHAM,D,STRAWBERRY,1967,3.1,6097.7
2021,BIRMINGHAM,C,BERRY,1434,2.9,4158.6
2021,LEEDS,D,ORANGE,1050,3.1,3255
2022,LONDON,A,STRAWBERRY,1305,3.1,4045.5
2022,LIVERPOOL,A,LEMON,1312,3,3936
2020,NOTTINGHAM,E,STRAWBERRY,1055,3.2,3376
2022,MANCHESTER,E,LEMON,1329,3.1,4119.9
2022,LIVERPOOL,E,GRAPE,1134,3.2,3628.8
2020,LONDON,E,BERRY,1395,3.1,4324.5
2022,SHEFFIELD,F,BERRY,1378,2.9,3996.2
2021,NEWCASTLE,F,BERRY,1473,3,4419
2022,LIVERPOOL,A,ORANGE,1566,3,4698
2022,LONDON,A,LEMON,1216,3.2,3891.2
2020,LEEDS,B,ORANGE,1264,3,3792
2021,LEEDS,D,ORANGE,1869,3.1,5793.9
2020,MANCHESTER,A,BERRY,1152,3,3456
2021,LIVERPOOL,D,LEMON,1683,3.2,5385.6
2020,LIVERPOOL,A,ORANGE,1018,3.1,3155.8
2022,,B,BERRY,1166,3.2,3731.2
2022,NOTTINGHAM,F,APPLE,1110,3.2,3552
2020,LONDON,B,LEMON,1922,2.9,5573.8
2022,BIRMINGHAM,F,GRAPE,1080,3,3240
2022,SHEFFIELD,F,BERRY,1854,2.9,5376.6
2020,LEICESTER,C,GRAPE,1068,3.2,3417.6
2022,LEICESTER,A,STRAWBERRY,1804,2.9,5231.6
2022,NEWCASTLE,E,APPLE,1896,3,5688
2021,SHEFFIELD,F,LEMON,1063,3,3189
2021,MANCHESTER,C,STRAWBERRY,1639,3.2,5244.8
2022,SHEFFIELD,D,BERRY,1985,3,5955
2021,LIVERPOOL,E,APPLE,1689,3.2,5404.8
2021,LONDON,F,APPLE,1376,3.1,4265.6
2021,NEWCASTLE,C,ORANGE,1530,2.9,4437
2020,LEEDS,D,APPLE,1543,3.1,4783.3
2021,LEEDS,F,LEMON,1537,3.2,4918.4
2022,LEICESTER,D,APPLE,1899,3.1,5886.9
2022,LEICESTER,F,GRAPE,1790,3.1,5549
2022,MANCHESTER,F,GRAPE,1362,2.9,3949.8
2022,LEEDS,B,ORANGE,1175,3,3525
2020,LEEDS,C,GRAPE,1596,3.1,4947.6
2021,NOTTINGHAM,D,ORANGE,1673,3.8,6357.4
2021,NEWCASTLE,C,GRAPE,1908,3,5724
2020,BIRMINGHAM,C,STRAWBERRY,1661,3.2,5315.2
2020,NOTTINGHAM,F,STRAWBERRY,1254,3.1,3887.4
2021,LEEDS,F,ORANGE,1399,3,4197
2021,LEEDS,A,BERRY,1343,3.1,4163.3
2021,SHEFFIELD,F,LEMON,1182,2.9,3427.8
2022,LEEDS,C,GRAPE,1385,3.1,4293.5
2021,BIRMINGHAM,C,LEMON,1904,2.9,5521.6
2022,LIVERPOOL,B,STRAWBERRY,1467,3.2,4694.4
2022,BIRMINGHAM,D,STRAWBERRY,1808,2.9,5243.2
2022,LEEDS,C,ORANGE,1783,2.9,5170.7
2021,SHEFFIELD,A,APPLE,1908,3.2,6105.6
2020,MANCHESTER,A,BERRY,1370,2.9,3973
2021,LIVERPOOL,F,LEMON,1647,2.9,4776.3
2020,MANCHESTER,B,BERRY,1256,3.1,3893.6
2020,NEWCASTLE,C,STRAWBERRY,1361,3.1,4219.1
2022,LIVERPOOL,F,APPLE,1382,3.2,4422.4
2021,LEEDS,B,STRAWBERRY,1301,3.2,4163.2
2020,NOTTINGHAM,C,BERRY,1281,3,3843
2020,NOTTINGHAM,E,STRAWBERRY,1426,2.9,4135.4
2020,NOTTINGHAM,D,APPLE,1144,3.2,3660.8
2020,NOTTINGHAM,A,BERRY,1376,2.9,3990.4
2021,LEEDS,E,APPLE,1409,3,4227
2020,NOTTINGHAM,B,GRAPE,1623,3.1,5031.3
2020,NEWCASTLE,F,GRAPE,1242,3,3726
2020,LEICESTER,D,STRAWBERRY,1960,2.9,5684
2020,MANCHESTER,B,GRAPE,1313,2.9,3807.7
2022,LEICESTER,A,BERRY,1042,3,3126
2022,LEICESTER,C,ORANGE,1129,3.1,3499.9
2022,MANCHESTER,D,BERRY,1923,3.2,6153.6
2022,SHEFFIELD,D,BERRY,1641,3.1,5087.1
2021,NOTTINGHAM,A,GRAPE,1675,3.2,5360
2021,LEICESTER,C,ORANGE,1913,3.2,6121.6
2020,BIRMINGHAM,E,LEMON,1910,3,5730
2020,LIVERPOOL,E,ORANGE,1925,3.2,6160
2022,BIRMINGHAM,A,ORANGE,1436,3,4308
2021,LEEDS,F,STRAWBERRY,1592,2.9,4616.8
2022,NEWCASTLE,B,GRAPE,1124,3.2,3596.8
2020,MANCHESTER,F,GRAPE,1433,2.9,4155.7
2022,NOTTINGHAM,B,LEMON,1801,3.1,5583.1
2022,NEWCASTLE,C,APPLE,1274,3,3822
2022,BIRMINGHAM,A,STRAWBERRY,1259,2.9,3651.1
2020,NOTTINGHAM,D,STRAWBERRY,1317,3.2,4214.4
2020,LEICESTER,E,ORANGE,1975,3.2,6320
2021,LEICESTER,D,STRAWBERRY,1381,2.9,4004.9
2021,LEEDS,E,APPLE,1216,3,3648
2022,NOTTINGHAM,F,STRAWBERRY,1139,3.1,3530.9
2021,SHEFFIELD,E,APPLE,1658,3.1,5139.8
2022,BIRMINGHAM,F,STRAWBERRY,1411,2.9,4091.9
2021,LEICESTER,D,BERRY,1834,3.1,5685.4
2021,MANCHESTER,A,GRAPE,1630,3.1,5053
2020,SHEFFIELD,A,LEMON,1209,3.1,3747.9
2022,LEICESTER,A,LEMON,1794,3.1,5561.4
2020,LIVERPOOL,B,LEMON,1353,3.1,4194.3
2021,NOTTINGHAM,C,BERRY,1259,3.2,4028.8
2021,NOTTINGHAM,E,APPLE,1650,2.9,4785
2022,LEICESTER,E,GRAPE,1732,3.1,5369.2
2022,NEWCASTLE,A,LEMON,1222,2.9,3543.8
2021,LONDON,B,STRAWBERRY,1648,2.9,4779.2
2022,NOTTINGHAM,E,ORANGE,1583,3.2,5065.6
2021,LEEDS,A,GRAPE,1697,2.9,4921.3
2020,BIRMINGHAM,E,GRAPE,1418,2.9,4112.2
2020,LIVERPOOL,E,ORANGE,1528,3,4584
2022,NOTTINGHAM,A,APPLE,1442,3,4326
2022,LONDON,B,BERRY,1667,2.9,4834.3
2020,NEWCASTLE,F,ORANGE,1073,3.1,3326.3
2020,LONDON,A,GRAPE,1098,3.2,3513.6
2022,LEICESTER,D,BERRY,1188,3.2,3801.6
2021,BIRMINGHAM,C,LEMON,1656,3.1,5133.6
2021,MANCHESTER,E,APPLE,1668,3.1,5170.8
2020,BIRMINGHAM,B,BERRY,1121,3.2,3587.2
2022,NOTTINGHAM,F,GRAPE,1603,3.2,5129.6
2021,LONDON,D,LEMON,1844,2.9,5347.6
2021,NOTTINGHAM,A,LEMON,1700,3.1,5270
2021,LEEDS,B,LEMON,1361,3,4083
2022,NEWCASTLE,F,LEMON,1274,2.9,3694.6
2021,LEEDS,A,GRAPE,1185,3.2,3792
2020,LONDON,E,ORANGE,1725,2.9,5002.5
2021,BIRMINGHAM,B,STRAWBERRY,1126,3.2,3603.2
2020,LEEDS,C,STRAWBERRY,1565,2.9,4538.5
2020,,A,LEMON,1516,3.1,4699.6
2021,LONDON,A,APPLE,1250,2.9,3625
2022,MANCHESTER,E,GRAPE,1893,3.1,5868.3
2020,LIVERPOOL,D,GRAPE,1986,2.9,5759.4
2021,BIRMINGHAM,C,APPLE,1611,2.9,4671.9
2020,SHEFFIELD,A,GRAPE,1173,2.9,3401.7
2022,NOTTINGHAM,C,LEMON,1540,3.1,4774
2022,LEEDS,A,APPLE,1242,2.9,3601.8
2021,LIVERPOOL,D,APPLE,1697,3,5091
2020,BIRMINGHAM,E,APPLE,1404,3.2,4492.8
2022,MANCHESTER,E,GRAPE,1580,3,4740
2022,LIVERPOOL,D,ORANGE,1824,3,5472
2021,LEEDS,D,STRAWBERRY,1982,2.9,5747.8
2022,NOTTINGHAM,E,GRAPE,1140,3,3420
2022,LEICESTER,E,ORANGE,1322,3,3966
2021,BIRMINGHAM,B,ORANGE,1878,3,5634
2022,BIRMINGHAM,A,ORANGE,1983,3,5949
2021,MANCHESTER,F,APPLE,1717,3.2,5494.4
2022,NEWCASTLE,A,ORANGE,1595,2.9,4625.5
2022,LEICESTER,A,BERRY,1080,3.1,3348
2022,NOTTINGHAM,B,BERRY,1543,3.1,4783.3
2022,MANCHESTER,D,APPLE,1993,3,5979
2022,LEICESTER,F,APPLE,1331,3.2,4259.2
2021,SHEFFIELD,B,APPLE,1710,3.2,5472
2020,LONDON,D,ORANGE,1462,2.9,4239.8
2022,LEEDS,C,APPLE,1747,3,5241
2020,NEWCASTLE,F,APPLE,1304,2.9,3781.6
2022,LONDON,C,LEMON,1540,3.2,4928
2021,BIRMINGHAM,A,ORANGE,1643,3.1,5093.3
2020,LEICESTER,A,ORANGE,1602,2.9,4645.8
2020,LONDON,F,ORANGE,1803,2.9,5228.7
2020,LONDON,C,APPLE,1839,3,5517
2020,BIRMINGHAM,E,BERRY,1008,3,3024
2021,SHEFFIELD,D,STRAWBERRY,1637,3,4911
2022,LEEDS,E,LEMON,1363,3.1,4225.3
2022,MANCHESTER,B,ORANGE,1243,3.2,3977.6
2021,BIRMINGHAM,A,STRAWBERRY,1699,3,5097
2020,MANCHESTER,A,STRAWBERRY,1862,3,5586
2021,LIVERPOOL,B,ORANGE,1393,3,4179
2020,SHEFFIELD,E,LEMON,1670,3.1,5177
2021,LIVERPOOL,C,APPLE,1308,2.9,3793.2
2022,LONDON,D,STRAWBERRY,1991,3,5973
2021,LEEDS,C,BERRY,1965,3.1,6091.5
2021,LEEDS,E,LEMON,1761,3,5283
2022,NOTTINGHAM,E,APPLE,1049,2.9,3042.1
2022,LEICESTER,B,GRAPE,1931,3,5793
2020,NEWCASTLE,A,LEMON,1780,3,5340
2020,MANCHESTER,F,ORANGE,1657,3.2,5302.4
2022,NOTTINGHAM,E,LEMON,1823,3,5469
2021,LIVERPOOL,D,LEMON,1848,3.2,5913.6
2020,LEEDS,B,APPLE,1176,2.9,3410.4
2022,LIVERPOOL,D,LEMON,1519,2.9,4405.1
2021,MANCHESTER,F,STRAWBERRY,1479,2.9,4289.1
2020,LEICESTER,E,BERRY,1528,3,4584
2020,LEEDS,E,LEMON,1907,3.1,5911.7
2022,NOTTINGHAM,B,ORANGE,1715,3.2,5488
2021,BIRMINGHAM,C,STRAWBERRY,1378,2.9,3996.2
2020,LONDON,B,STRAWBERRY,1127,2.9,3268.3
2022,SHEFFIELD,E,ORANGE,1852,3.1,5741.2
2020,BIRMINGHAM,E,GRAPE,1308,3.1,4054.8
2022,SHEFFIELD,D,LEMON,1301,3.2,4163.2
2022,NEWCASTLE,C,STRAWBERRY,1387,3.1,4299.7
2022,LONDON,D,BERRY,1534,3.1,4755.4
2020,LONDON,E,BERRY,1379,2.9,3999.1
2021,NOTTINGHAM,A,STRAWBERRY,1983,3,5949
2020,SHEFFIELD,A,APPLE,1445,3.2,4624
2021,LEICESTER,E,STRAWBERRY,1727,3,5181
2022,SHEFFIELD,C,LEMON,1381,3.1,4281.1
2021,LEICESTER,A,LEMON,1678,2.9,4866.2
2021,LONDON,C,ORANGE,1436,3,4308
2022,NOTTINGHAM,B,GRAPE,1906,3.2,6099.2
2020,LIVERPOOL,E,BERRY,1363,3.2,4361.6
2020,LEICESTER,F,ORANGE,1666,3.2,5331.2
2021,NOTTINGHAM,D,ORANGE,1337,3.2,4278.4
2020,LIVERPOOL,D,STRAWBERRY,1280,3.1,3968
2022,LONDON,E,STRAWBERRY,1163,2.9,3372.7
2021,MANCHESTER,D,APPLE,1901,2.9,5512.9
2021,NEWCASTLE,D,GRAPE,1739,3,5217
2021,LIVERPOOL,A,ORANGE,1306,2.9,3787.4
2022,LEEDS,F,APPLE,1884,3.1,5840.4
2020,NOTTINGHAM,F,APPLE,1747,2.9,5066.3
2020,LEEDS,A,BERRY,1619,3.2,5180.8
2020,NOTTINGHAM,C,ORANGE,1991,3.1,6172.1
2020,SHEFFIELD,F,BERRY,1660,3,4980
2021,LONDON,F,BERRY,1009,2.9,2926.1
2021,LEICESTER,C,GRAPE,1197,2.9,3471.3
2020,BIRMINGHAM,A,STRAWBERRY,1320,2.9,3828
2022,MANCHESTER,A,GRAPE,1565,3.1,4851.5
2020,LEICESTER,F,BERRY,1427,3.2,4566.4
2020,MANCHESTER,D,BERRY,1032,2.9,2992.8
2021,LIVERPOOL,A,LEMON,1619,3,4857
2022,SHEFFIELD,A,STRAWBERRY,1517,3,4551
2022,LEICESTER,E,STRAWBERRY,1200,2.9,3480
2020,LIVERPOOL,C,GRAPE,1558,3,4674
2022,BIRMINGHAM,E,APPLE,1698,3.1,5263.8
2022,LEEDS,E,LEMON,1896,3.2,6067.2
2020,LIVERPOOL,E,APPLE,1682,3,5046
2022,BIRMINGHAM,D,ORANGE,1693,3.2,5417.6
2022,LEEDS,D,STRAWBERRY,1437,2.9,4167.3
2020,LEEDS,C,LEMON,1911,3.1,5924.1
2021,LEEDS,A,BERRY,1165,3.2,3728
2021,MANCHESTER,B,APPLE,1311,2.9,3801.9
2021,BIRMINGHAM,F,APPLE,1210,3.1,3751
2022,BIRMINGHAM,D,BERRY,1723,2.9,4996.7
2020,LEICESTER,B,GRAPE,1173,3.1,3636.3
2020,SHEFFIELD,E,LEMON,1099,3.2,3516.8
2020,LEEDS,C,APPLE,1515,3.2,4848
2020,LONDON,D,ORANGE,1358,3,4074
2020,SHEFFIELD,A,GRAPE,1414,3,4242
2020,LEICESTER,D,LEMON,1840,3,5520
2022,SHEFFIELD,D,STRAWBERRY,1062,3.1,3292.2
2020,SHEFFIELD,B,APPLE,1955,3,5865
2022,MANCHESTER,A,GRAPE,1968,2.9,5707.2
2022,LEEDS,B,STRAWBERRY,1706,2.9,4947.4
2022,SHEFFIELD,D,LEMON,1990,2.9,5771
2021,NOTTINGHAM,E,ORANGE,1042,3,3126
2022,NEWCASTLE,B,BERRY,1632,3.1,5059.2
2020,LEICESTER,A,STRAWBERRY,1703,2.9,4938.7
2022,SHEFFIELD,B,ORANGE,1915,3,5745
2021,NEWCASTLE,A,STRAWBERRY,1366,3.2,4371.2
2022,NOTTINGHAM,E,BERRY,1039,3.2,3324.8
2021,MANCHESTER,D,APPLE,1859,3,5577
2020,NOTTINGHAM,F,GRAPE,1650,3,4950
2020,BIRMINGHAM,E,BERRY,1868,3.1,5790.8
2021,NEWCASTLE,A,APPLE,1019,3,3057
2022,MANCHESTER,F,BERRY,1364,3.2,4364.8
2020,LEEDS,E,APPLE,1192,3.1,3695.2
2020,LEICESTER,E,APPLE,1501,3.2,4803.2
2022,NOTTINGHAM,A,LEMON,1230,3.2,3936
2022,SHEFFIELD,E,BERRY,1631,3.1,5056.1
2020,SHEFFIELD,E,BERRY,1780,3.1,5518
2022,NOTTINGHAM,D,ORANGE,1734,2.9,5028.6
2021,BIRMINGHAM,A,APPLE,1486,3.1,4606.6
2022,LEEDS,B,STRAWBERRY,1218,3,3654
2021,NOTTINGHAM,E,GRAPE,1472,3.1,4563.2
2020,NOTTINGHAM,B,LEMON,1139,3.2,3644.8
2022,NEWCASTLE,A,GRAPE,1111,2.9,3221.9
2021,MANCHESTER,B,ORANGE,1314,2.9,3810.6
2022,SHEFFIELD,F,APPLE,1748,3,5244
2022,LONDON,C,LEMON,1410,2.9,4089
2020,NEWCASTLE,F,ORANGE,1405,3,4215
2020,MANCHESTER,B,GRAPE,1620,2.9,4698
2022,BIRMINGHAM,E,ORANGE,1192,2.9,3456.8
2020,NEWCASTLE,C,GRAPE,1555,3.2,4976
2022,SHEFFIELD,B,ORANGE,1000,3.1,3100
2020,BIRMINGHAM,C,STRAWBERRY,1433,3.2,4585.6
2022,LEEDS,E,BERRY,1936,3.2,6195.2
2021,LONDON,B,GRAPE,1997,3,5991
2021,MANCHESTER,E,GRAPE,1324,2.9,3839.6
2020,LONDON,C,LEMON,1038,3.2,3321.6
2021,LEICESTER,B,LEMON,1575,3.1,4882.5
2021,LEEDS,D,ORANGE,1834,3.1,5685.4
2022,LEEDS,F,APPLE,1950,3.2,6240
2020,SHEFFIELD,D,LEMON,1642,3.2,5254.4
2022,SHEFFIELD,C,LEMON,1425,2.9,4132.5
2022,LEICESTER,B,APPLE,1467,2.9,4254.3
2020,SHEFFIELD,B,APPLE,1436,3.2,4595.2
2020,NEWCASTLE,C,LEMON,1446,3.1,4482.6
2022,LONDON,F,GRAPE,1561,3.1,4839.1
2022,LONDON,C,APPLE,1937,3.1,6004.7
2020,NEWCASTLE,F,BERRY,1986,3.2,6355.2
2021,MANCHESTER,F,LEMON,1002,3,3006
2021,LEEDS,E,GRAPE,1611,2.9,4671.9
2022,LONDON,B,STRAWBERRY,1821,3.1,5645.1
2021,NEWCASTLE,F,APPLE,1987,2.9,5762.3
2022,LEICESTER,B,APPLE,1078,3.1,3341.8
2022,LONDON,F,BERRY,1758,2.9,5098.2
2022,NEWCASTLE,A,STRAWBERRY,1829,3,5487
2020,NOTTINGHAM,E,BERRY,1315,3.2,4208
2021,LEICESTER,A,APPLE,1948,3.2,6233.6
2022,NEWCASTLE,E,LEMON,1464,3.1,4538.4
2020,LIVERPOOL,D,GRAPE,1223,3.2,3913.6
2020,BIRMINGHAM,B,LEMON,1844,3,5532
2020,SHEFFIELD,C,STRAWBERRY,1584,3.2,5068.8
2020,LIVERPOOL,C,LEMON,1853,3,5559
2022,LONDON,D,BERRY,1275,2.9,3697.5
2021,BIRMINGHAM,F,APPLE,1659,3.1,5142.9
2022,LEEDS,E,STRAWBERRY,1341,2.9,3888.9
2022,LEICESTER,B,LEMON,1045,3.2,3344
2020,MANCHESTER,E,STRAWBERRY,1409,3.1,4367.9
2021,NOTTINGHAM,E,GRAPE,1152,2.9,3340.8
2020,SHEFFIELD,A,LEMON,1090,3.2,3488
2020,NEWCASTLE,B,ORANGE,1897,3.2,6070.4
2020,BIRMINGHAM,A,APPLE,1262,3.1,3912.2
2021,SHEFFIELD,F,BERRY,1809,3.1,5607.9
2020,BIRMINGHAM,E,BERRY,1377,2.9,3993.3
2022,BIRMINGHAM,B,GRAPE,1013,3,3039
2021,LONDON,E,ORANGE,1111,3.1,3444.1
2022,BIRMINGHAM,E,APPLE,1573,3.1,4876.3
2022,NEWCASTLE,E,BERRY,1404,3.1,4352.4
2020,MANCHESTER,E,GRAPE,1689,3,5067
2020,LEEDS,B,STRAWBERRY,1660,3.2,5312
2022,LIVERPOOL,A,ORANGE,1300,2.9,3770
2020,BIRMINGHAM,C,BERRY,1374,2.9,3984.6
2020,LEEDS,D,BERRY,1508,3.2,4825.6
2022,LEICESTER,C,STRAWBERRY,1229,2.9,3564.1
2021,SHEFFIELD,A,GRAPE,1596,3,4788
2022,MANCHESTER,D,STRAWBERRY,1734,3.2,5548.8
2022,NEWCASTLE,D,LEMON,1930,3,5790
2020,BIRMINGHAM,E,GRAPE,1378,3.2,4409.6
2021,LEEDS,D,BERRY,1938,3.1,6007.8
2021,MANCHESTER,E,GRAPE,1791,3,5373
2021,NOTTINGHAM,B,STRAWBERRY,1946,3.1,6032.6
2021,NEWCASTLE,E,APPLE,1136,2.9,3294.4
2021,MANCHESTER,B,BERRY,1072,2.9,3108.8
2021,LEICESTER,B,APPLE,1016,2.9,2946.4
2022,SHEFFIELD,D,ORANGE,1603,2.9,4648.7
2022,LIVERPOOL,B,LEMON,1991,3.2,6371.2
2022,LEEDS,C,ORANGE,1472,2.9,4268.8
2020,NEWCASTLE,E,BERRY,1322,3.2,4230.4
2022,NEWCASTLE,D,BERRY,1322,3,3966
2021,LONDON,A,GRAPE,1545,3.1,4789.5
2021,LEEDS,A,LEMON,1364,3.2,4364.8
2022,NOTTINGHAM,A,BERRY,1903,2.9,5518.7
2022,LONDON,E,STRAWBERRY,1363,2.9,3952.7
2020,LEICESTER,B,LEMON,1830,3.1,5673
2022,BIRMINGHAM,C,ORANGE,1335,2.9,3871.5
2021,SHEFFIELD,E,APPLE,1736,3.1,5381.6
2021,MANCHESTER,C,STRAWBERRY,1478,3,4434
2021,LIVERPOOL,C,STRAWBERRY,1742,3,5226
2021,LEICESTER,D,STRAWBERRY,1789,3,5367
2020,NEWCASTLE,A,ORANGE,1593,3.2,5097.6
2020,NOTTINGHAM,A,APPLE,1905,3,5715
2021,NEWCASTLE,E,BERRY,1949,2.9,5652.1
2020,LONDON,E,APPLE,1566,3,4698
2021,NEWCASTLE,A,APPLE,1914,3.1,5933.4
2022,LEICESTER,E,GRAPE,1794,3.2,5740.8
2022,LEEDS,C,GRAPE,1282,2.9,3717.8
2022,LEICESTER,F,BERRY,1444,3.2,4620.8
2020,NOTTINGHAM,D,STRAWBERRY,1031,3.2,3299.2
2021,LIVERPOOL,E,STRAWBERRY,1004,3.2,3212.8
2021,SHEFFIELD,B,BERRY,1576,3.1,4885.6
2022,NEWCASTLE,B,ORANGE,1163,3,3489
2021,NOTTINGHAM,D,APPLE,2000,3.2,6400
2022,BIRMINGHAM,E,APPLE,1749,3.2,5596.8
2021,LEEDS,D,STRAWBERRY,1909,2.9,5536.1
2022,SHEFFIELD,B,APPLE,1281,3.1,3971.1
